name,address,type,no_bedrooms,no_bathrooms,area,latitude,longitude,2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015
"Maeen Villas","Maeen, Dubai Hills Estate, Dubai","Villa",5,6,6000,25.0995,55.2760,10000000,9700000,9400000,9100000,8800000,8500000,8200000,7900000,7600000,7300000,7000000
"Dubai Creek Vista Villas","Dubai Creek Vista, Dubai","Villa",5,6,6500,25.2050,55.3430,12000000,11500000,11000000,10500000,10000000,9500000,9000000,8500000,8000000,7500000,7000000
"Dubai Creek Panorama Villas","Dubai Creek Panorama, Dubai","Villa",6,7,7000,25.2050,55.3430,14000000,13500000,13000000,12500000,12000000,11500000,11000000,10500000,10000000,9500000,9000000
"Al Habtoor City Villas","Al Habtoor City, Dubai","Villa",6,7,7500,25.1890,55.2380,18000000,17500000,17000000,16500000,16000000,15500000,15000000,14500000,14000000,13500000,13000000
"Paramount Villas","Damac Hills, Dubai","Villa",5,6,6000,25.0300,55.2300,12000000,11500000,11000000,10500000,10000000,9500000,9000000,8500000,8000000,7500000,7000000
"Akoya Oxygen Villas","Akoya Oxygen, Dubai","Villa",4,5,4800,25.0030,55.3470,6500000,6300000,6100000,5900000,5700000,5500000,5300000,5100000,4900000,4700000,4500000
"Just Cavalli Villas","Akoya Oxygen, Dubai","Villa",5,6,5500,25.0030,55.3470,7500000,7300000,7100000,6900000,6700000,6500000,6300000,6100000,5900000,5700000,5500000
"Fendi Styled Villas","Akoya Oxygen, Dubai","Villa",6,7,6500,25.0030,55.3470,9500000,9200000,8900000,8600000,8300000,8000000,7700000,7400000,7100000,6800000,6500000
"Trump Estates","Damac Hills, Dubai","Villa",7,8,8000,25.0300,55.2300,16000000,15500000,15000000,14500000,14000000,13500000,13000000,12500000,12000000,11500000,11000000
"Tiger Woods Villas","Damac Hills, Dubai","Villa",6,7,7000,25.0300,55.2300,14000000,13500000,13000000,12500000,12000000,11500000,11000000,10500000,10000000,9500000,9000000
"Aurum Villas","DAMAC Hills 2, Dubai","Villa",5,6,6000,24.8850,55.3040,8500000,8200000,7900000,7600000,7300000,7000000,6700000,6400000,6100000,5800000,5500000
"Ventura Villas","DAMAC Hills 2, Dubai","Villa",4,5,5000,24.8850,55.3040,7000000,6800000,6600000,6400000,6200000,6000000,5800000,5600000,5400000,5200000,5000000
"Sahara Villas","DAMAC Hills 2, Dubai","Villa",5,6,5500,24.8850,55.3040,7500000,7300000,7100000,6900000,6700000,6500000,6300000,6100000,5900000,5700000,5500000
"Majara Residence","Palm Jumeirah, Dubai","Villa",6,7,7500,25.1122,55.1386,28000000,27000000,26000000,25000000,24000000,23000000,22000000,21000000,20000000,19000000,18000000
"Serenia Residences","Palm Jumeirah, Dubai","Villa",5,6,6500,25.1122,55.1386,25000000,24000000,23000000,22000000,21000000,20000000,19000000,18000000,17000000,16000000,15000000
"The Crescent","Palm Jumeirah, Dubai","Villa",7,8,9000,25.1122,55.1386,32000000,31000000,30000000,29000000,28000000,27000000,26000000,25000000,24000000,23000000,22000000
"Muraba Residences","Palm Jumeirah, Dubai","Villa",4,5,5500,25.1122,55.1386,22000000,21000000,20000000,19000000,18000000,17000000,16000000,15000000,14000000,13000000,12000000
"One Palm","Palm Jumeirah, Dubai","Villa",5,6,6800,25.1122,55.1386,26000000,25000000,24000000,23000000,22000000,21000000,20000000,19000000,18000000,17000000,16000000
"W Residences","Palm Jumeirah, Dubai","Villa",6,7,7200,25.1122,55.1386,27000000,26000000,25000000,24000000,23000000,22000000,21000000,20000000,19000000,18000000,17000000
"Al Nabat Residence","Jumeirah Islands, Dubai","Villa",4,5,4800,25.0700,55.1500,12000000,11500000,11000000,10500000,10000000,9500000,9000000,8500000,8000000,7500000,7000000
"Al Nakheel Residence","Jumeirah Islands, Dubai","Villa",5,6,5500,25.0700,55.1500,14000000,13500000,13000000,12500000,12000000,11500000,11000000,10500000,10000000,9500000,9000000
"The View Villas","Dubai Creek Harbour, Dubai","Villa",5,6,6000,25.2050,55.3430,13000000,12500000,12000000,11500000,11000000,10500000,10000000,9500000,9000000,8500000,8000000
"The Cove Residences","Dubai Creek Harbour, Dubai","Villa",6,7,7000,25.2050,55.3430,15000000,14500000,14000000,13500000,13000000,12500000,12000000,11500000,11000000,10500000,10000000
"The Island Villas","Dubai Creek Harbour, Dubai","Villa",7,8,8500,25.2050,55.3430,18000000,17500000,17000000,16500000,16000000,15500000,15000000,14500000,14000000,13500000,13000000
"Sidra Villas Phase 2","Dubai Hills Estate, Dubai","Villa",5,6,6200,25.0995,55.2760,12000000,11500000,11000000,10500000,10000000,9500000,9000000,8500000,8000000,7500000,7000000
"Park Point Villas","Dubai Hills Estate, Dubai","Villa",4,5,5000,25.0995,55.2760,9500000,9200000,8900000,8600000,8300000,8000000,7700000,7400000,7100000,6800000,6500000
"Fairway Vistas","Dubai Hills Estate, Dubai","Villa",6,7,7500,25.0995,55.2760,16000000,15500000,15000000,14500000,14000000,13500000,13000000,12500000,12000000,11500000,11000000
"Golf Place Villas","Dubai Hills Estate, Dubai","Villa",5,6,6800,25.0995,55.2760,14000000,13500000,13000000,12500000,12000000,11500000,11000000,10500000,10000000,9500000,9000000
"Mulberry Villas","Dubai Hills Estate, Dubai","Villa",4,5,5200,25.0995,55.2760,10000000,9700000,9400000,9100000,8800000,8500000,8200000,7900000,7600000,7300000,7000000
"Dubai South Residential Villas","Dubai South, Dubai","Villa",4,5,4500,24.8897,55.1571,6000000,5800000,5600000,5400000,5200000,5000000,4800000,4600000,4400000,4200000,4000000
"The Villages","Dubai South, Dubai","Villa",5,6,5500,24.8897,55.1571,7500000,7200000,6900000,6600000,6300000,6000000,5700000,5400000,5100000,4800000,4500000
"The Pulse Golf Vistas","Dubai South, Dubai","Villa",6,7,6500,24.8897,55.1571,9000000,8700000,8400000,8100000,7800000,7500000,7200000,6900000,6600000,6300000,6000000
"Garden Homes Frond C","Palm Jumeirah, Dubai","Villa",5,6,6000,25.1122,55.1386,24000000,23000000,22000000,21000000,20000000,19000000,18000000,17000000,16000000,15000000,14000000
"Garden Homes Frond D","Palm Jumeirah, Dubai","Villa",5,6,6200,25.1122,55.1386,25000000,24000000,23000000,22000000,21000000,20000000,19000000,18000000,17000000,16000000,15000000
"Garden Homes Frond E","Palm Jumeirah, Dubai","Villa",6,7,7000,25.1122,55.1386,28000000,27000000,26000000,25000000,24000000,23000000,22000000,21000000,20000000,19000000,18000000
"Garden Homes Frond F","Palm Jumeirah, Dubai","Villa",6,7,7200,25.1122,55.1386,29000000,28000000,27000000,26000000,25000000,24000000,23000000,22000000,21000000,20000000,19000000
"Marina Residences 1","Palm Jumeirah, Dubai","Villa",4,5,4800,25.1122,55.1386,20000000,19500000,19000000,18500000,18000000,17500000,17000000,16500000,16000000,15500000,15000000
"Marina Residences 2","Palm Jumeirah, Dubai","Villa",4,5,5000,25.1122,55.1386,21000000,20500000,20000000,19500000,19000000,18500000,18000000,17500000,17000000,16500000,16000000
"Marina Residences 3","Palm Jumeirah, Dubai","Villa",5,6,5500,25.1122,55.1386,23000000,22500000,22000000,21500000,21000000,20500000,20000000,19500000,19000000,18500000,18000000
"Kingdom Villas","Jumeirah Village Circle, Dubai","Villa",4,5,4200,25.0571,55.2111,5200000,5000000,4800000,4600000,4400000,4200000,4000000,3800000,3600000,3400000,3200000
"Seasons Community Villas","Jumeirah Village Circle, Dubai","Villa",5,6,5000,25.0571,55.2111,6500000,6300000,6100000,5900000,5700000,5500000,5300000,5100000,4900000,4700000,4500000
"Five JVC","Jumeirah Village Circle, Dubai","Villa",4,5,4600,25.0571,55.2111,5800000,5600000,5400000,5200000,5000000,4800000,4600000,4400000,4200000,4000000,3800000
"Victory Heights Elite Villas","Dubai Sports City, Dubai","Villa",5,6,6000,25.0478,55.2211,8000000,7700000,7400000,7100000,6800000,6500000,6200000,5900000,5600000,5300000,5000000
"Novelia Villas","Victory Heights, Dubai","Villa",6,7,6800,25.0478,55.2211,9500000,9200000,8900000,8600000,8300000,8000000,7700000,7400000,7100000,6800000,6500000
"Bloomingdale Villas","Dubai Silicon Oasis, Dubai","Villa",4,5,4200,25.1299,55.3821,5000000,4800000,4600000,4400000,4200000,4000000,3800000,3600000,3400000,3200000,3000000
"Cedre Villas","Dubai Silicon Oasis, Dubai","Villa",5,6,5000,25.1299,55.3821,6300000,6100000,5900000,5700000,5500000,5300000,5100000,4900000,4700000,4500000,4300000
"Semmer Villas","Dubai Silicon Oasis, Dubai","Villa",4,5,4500,25.1299,55.3821,5600000,5400000,5200000,5000000,4800000,4600000,4400000,4200000,4000000,3800000,3600000
"Al Forsan Village Villas","Dubai Festival City, Dubai","Villa",5,6,5800,25.2220,55.3610,9500000,9200000,8900000,8600000,8300000,8000000,7700000,7400000,7100000,6800000,6500000
"Festival City Villas","Dubai Festival City, Dubai","Villa",6,7,6500,25.2220,55.3610,11000000,10700000,10400000,10100000,9800000,9500000,9200000,8900000,8600000,8300000,8000000
"Al Badia Residences","Dubai Festival City, Dubai","Villa",5,6,6000,25.2220,55.3610,10000000,9700000,9400000,9100000,8800000,8500000,8200000,7900000,7600000,7300000,7000000
"Sustainable City Villas Phase 1","Sustainable City, Dubai","Villa",4,5,4800,25.0000,55.4000,7000000,6700000,6400000,6100000,5800000,5500000,5200000,4900000,4600000,4300000,4000000
"Sustainable City Villas Phase 2","Sustainable City, Dubai","Villa",5,6,5500,25.0000,55.4000,8500000,8200000,7900000,7600000,7300000,7000000,6700000,6400000,6100000,5800000,5500000
"Capital Bay Towers Villas","Business Bay, Dubai","Villa",5,6,6000,25.1841,55.2722,11000000,10700000,10400000,10100000,9800000,9500000,9200000,8900000,8600000,8300000,8000000
"Executive Towers Villas","Business Bay, Dubai","Villa",6,7,7000,25.1841,55.2722,14000000,13500000,13000000,12500000,12000000,11500000,11000000,10500000,10000000,9500000,9000000
"Paramount Tower Villas","Business Bay, Dubai","Villa",4,5,5200,25.1841,55.2722,9500000,9200000,8900000,8600000,8300000,8000000,7700000,7400000,7100000,6800000,6500000
"The Atria Villas","Business Bay, Dubai","Villa",5,6,5800,25.1841,55.2722,11000000,10700000,10400000,10100000,9800000,9500000,9200000,8900000,8600000,8300000,8000000
"Zabeel Saray Villas","Palm Jumeirah, Dubai","Villa",6,7,7500,25.1122,55.1386,30000000,29000000,28000000,27000000,26000000,25000000,24000000,23000000,22000000,21000000,20000000
"Anantara Residences","Palm Jumeirah, Dubai","Villa",5,6,6800,25.1122,55.1386,27000000,26000000,25000000,24000000,23000000,22000000,21000000,20000000,19000000,18000000,17000000
"Oceana Residences","Palm Jumeirah, Dubai","Villa",4,5,5500,25.1122,55.1386,22000000,21000000,20000000,19000000,18000000,17000000,16000000,15000000,14000000,13000000,12000000
"Dream Palm Residences","Palm Jumeirah, Dubai","Villa",5,6,6200,25.1122,55.1386,25000000,24000000,23000000,22000000,21000000,20000000,19000000,18000000,17000000,16000000,15000000
"Azure Residences","Palm Jumeirah, Dubai","Villa",4,5,5000,25.1122,55.1386,20000000,19000000,18000000,17000000,16000000,15000000,14000000,13000000,12000000,11000000,10000000
"Falcon City of Wonders Villas","Dubailand, Dubai","Villa",5,6,6000,25.0300,55.3100,8500000,8200000,7900000,7600000,7300000,7000000,6700000,6400000,6100000,5800000,5500000
"Western Residence Villas","Dubailand, Dubai","Villa",6,7,7000,25.0300,55.3100,10000000,9700000,9400000,9100000,8800000,8500000,8200000,7900000,7600000,7300000,7000000
"Living Legends Villas Phase 2","Dubailand, Dubai","Villa",5,6,6500,25.0300,55.3100,9500000,9200000,8900000,8600000,8300000,8000000,7700000,7400000,7100000,6800000,6500000
"Reem Community Villas","Reem, Dubai","Villa",4,5,4800,25.0150,55.2800,6800000,6500000,6200000,5900000,5600000,5300000,5000000,4700000,4400000,4100000,3800000
"Mira Oasis Villas","Reem, Dubai","Villa",3,4,3800,25.0150,55.2800,5000000,4800000,4600000,4400000,4200000,4000000,3800000,3600000,3400000,3200000,3000000
"Mira Oasis Phase 2 Villas","Reem, Dubai","Villa",4,5,4500,25.0150,55.2800,6200000,6000000,5800000,5600000,5400000,5200000,5000000,4800000,4600000,4400000,4200000
"Lime Tree Valley Villas","Jumeirah Golf Estates, Dubai","Villa",5,6,6000,25.0490,55.1840,13000000,12500000,12000000,11500000,11000000,10500000,10000000,9500000,9000000,8500000,8000000
"Orange Lake Villas","Jumeirah Golf Estates, Dubai","Villa",6,7,7000,25.0490,55.1840,16000000,15500000,15000000,14500000,14000000,13500000,13000000,12500000,12000000,11500000,11000000
"Wildflower Villas","Jumeirah Golf Estates, Dubai","Villa",5,6,6500,25.0490,55.1840,14500000,14000000,13500000,13000000,12500000,12000000,11500000,11000000,10500000,10000000,9500000
"Sunflower Villas","Jumeirah Golf Estates, Dubai","Villa",4,5,5500,25.0490,55.1840,12000000,11500000,11000000,10500000,10000000,9500000,9000000,8500000,8000000,7500000,7000000
"Whispering Pines Villas","Jumeirah Golf Estates, Dubai","Villa",6,7,7200,25.0490,55.1840,15500000,15000000,14500000,14000000,13500000,13000000,12500000,12000000,11500000,11000000,10500000
"Chestertons Villas","Motor City, Dubai","Villa",4,5,4800,25.0500,55.2500,6800000,6500000,6200000,5900000,5600000,5300000,5000000,4700000,4400000,4100000,3800000
"Uptown Motor City Villas","Motor City, Dubai","Villa",5,6,5500,25.0500,55.2500,8000000,7700000,7400000,7100000,6800000,6500000,6200000,5900000,5600000,5300000,5000000
"Green Community Motor City Villas","Motor City, Dubai","Villa",6,7,6200,25.0500,55.2500,9500000,9200000,8900000,8600000,8300000,8000000,7700000,7400000,7100000,6800000,6500000
"Eden Gardens Villas","Jumeirah Village Triangle, Dubai","Villa",4,5,4500,25.0571,55.2111,5800000,5500000,5200000,4900000,4600000,4300000,4000000,3700000,3400000,3100000,2800000
"Mediterranean Villas","Jumeirah Village Triangle, Dubai","Villa",5,6,5200,25.0571,55.2111,7000000,6700000,6400000,6100000,5800000,5500000,5200000,4900000,4600000,4300000,4000000
"District 11 Villas","Jumeirah Village Circle, Dubai","Villa",4,5,4600,25.0571,55.2111,6000000,5700000,5400000,5100000,4800000,4500000,4200000,3900000,3600000,3300000,3000000
"District 12 Villas","Jumeirah Village Circle, Dubai","Villa",5,6,5000,25.0571,55.2111,6800000,6500000,6200000,5900000,5600000,5300000,5000000,4700000,4400000,4100000,3800000
"Al Furjan North Villas","Al Furjan, Dubai","Villa",4,5,4800,25.0470,55.1400,6200000,6000000,5800000,5600000,5400000,5200000,5000000,4800000,4600000,4400000,4200000
"Al Furjan South Villas","Al Furjan, Dubai","Villa",5,6,5500,25.0470,55.1400,7500000,7200000,6900000,6600000,6300000,6000000,5700000,5400000,5100000,4800000,4500000
"Quortaj Villas","Al Furjan, Dubai","Villa",4,5,5000,25.0470,55.1400,6800000,6500000,6200000,5900000,5600000,5300000,5000000,4700000,4400000,4100000,3800000
"Dubai Marina Villas Phase 1","Dubai Marina, Dubai","Villa",5,6,6000,25.0800,55.1400,14000000,13500000,13000000,12500000,12000000,11500000,11000000,10500000,10000000,9500000,9000000
"Dubai Marina Villas Phase 2","Dubai Marina, Dubai","Villa",6,7,7000,25.0800,55.1400,17000000,16500000,16000000,15500000,15000000,14500000,14000000,13500000,13000000,12500000,12000000
"Marina Gate Villas","Dubai Marina, Dubai","Villa",5,6,6500,25.0800,55.1400,15500000,15000000,14500000,14000000,13500000,13000000,12500000,12000000,11500000,11000000,10500000
"No. 9 Villas","Emirates Hills, Dubai","Villa",7,8,9000,25.0670,55.1630,52000000,50000000,48000000,46000000,44000000,42000000,40000000,38000000,36000000,34000000,32000000
"Sector H Villas","Emirates Hills, Dubai","Villa",8,9,10000,25.0670,55.1630,58000000,56000000,54000000,52000000,50000000,48000000,46000000,44000000,42000000,40000000,38000000
"Sector L Villas","Emirates Hills, Dubai","Villa",7,9,9500,25.0670,55.1630,55000000,53000000,51000000,49000000,47000000,45000000,43000000,41000000,39000000,37000000,35000000
"Sector E Villas","Emirates Hills, Dubai","Villa",7,8,9200,25.0670,55.1630,53000000,51000000,49000000,47000000,45000000,43000000,41000000,39000000,37000000,35000000,33000000
"Sector R Villas","Emirates Hills, Dubai","Villa",8,10,10500,25.0670,55.1630,60000000,58000000,56000000,54000000,52000000,50000000,48000000,46000000,44000000,42000000,40000000
"Al Warqaa Villas Phase 1","Al Warqaa, Dubai","Villa",5,6,5500,25.2300,55.4300,7500000,7200000,6900000,6600000,6300000,6000000,5700000,5400000,5100000,4800000,4500000
"Al Warqaa Villas Phase 2","Al Warqaa, Dubai","Villa",6,7,6200,25.2300,55.4300,9000000,8700000,8400000,8100000,7800000,7500000,7200000,6900000,6600000,6300000,6000000
"Al Warqaa Villas Phase 3","Al Warqaa, Dubai","Villa",5,6,5800,25.2300,55.4300,8200000,7900000,7600000,7300000,7000000,6700000,6400000,6100000,5800000,5500000,5200000
"Al Mizhar Villas Phase 1","Al Mizhar, Dubai","Villa",5,6,6000,25.2700,55.3600,8500000,8200000,7900000,7600000,7300000,7000000,6700000,6400000,6100000,5800000,5500000
"Al Mizhar Villas Phase 2","Al Mizhar, Dubai","Villa",6,7,6800,25.2700,55.3600,10000000,9700000,9400000,9100000,8800000,8500000,8200000,7900000,7600000,7300000,7000000
"Azalea Villas","Arabian Ranches 3, Dubai","Villa",5,6,5500,25.0456,55.2708,9500000,9200000,8900000,8600000,8300000,8000000,7700000,7400000,7100000,6800000,6500000
"Lily Villas","Arabian Ranches 3, Dubai","Villa",4,5,4800,25.0456,55.2708,8000000,7700000,7400000,7100000,6800000,6500000,6200000,5900000,5600000,5300000,5000000
"Sun Villas","Arabian Ranches 3, Dubai","Villa",6,7,6500,25.0456,55.2708,11500000,11200000,10900000,10600000,10300000,10000000,9700000,9400000,9100000,8800000,8500000
"Joy Villas","Arabian Ranches 3, Dubai","Villa",5,6,6000,25.0456,55.2708,10500000,10200000,9900000,9600000,9300000,9000000,8700000,8400000,8100000,7800000,7500000
"Park Villas","Arabian Ranches 3, Dubai","Villa",4,5,5200,25.0456,55.2708,9000000,8700000,8400000,8100000,7800000,7500000,7200000,6900000,6600000,6300000,6000000
